id;Плейлист;Название видео;Лайки;Дизлайки;Просмотры;Комментарии;Продолжительность(с);Дата публикации
1;знакомое кино;grand theft auto - плагиат или все же пасхалки?;46822;895;283336;1 819;1633;06.06.2020
2;знакомое кино;плагиат или пасхалки - fallout | знакомое кино 2 | полный разбор всей серии игр фаллаут;20167;576;635150;970;1958;20.08.2020
3;гик-влоги;как я познакомился с марго робби на самом крутом комик-коне в бразилии | гик_влог #5;43919;836;1580133;2 385;1661;17.01.2020
4;гик-влоги;я поиграл в the last of us part 2 и пообщался с разработчиками naughty dog | гик_влог #4;24931;705;574355;1 313;691;28.09.2019
5;гик-влоги;овервотч в лос анджелесе | интервью с shadowburn | гик_влог #3;6969;777;450176;653;741;25.07.2018
6;гик-влоги;экскурсия по студии пиксар/pixar | гик_влог #2;23297;312;317029;1 056;750;15.06.2018
7;гик-влоги;первому игроку приготовиться в реальности на sxsw2018 в остине, техас | гик_влог #1;44465;779;487498;1 818;1156;02.04.2018
8;первому игроку приготовиться;"все пасхалки и отсылки ""первому игроку приготовиться"" (часть 4.)";32494;690;4883906;1 594;1122;21.09.2019
9;первому игроку приготовиться;"секреты и детали ""первому игроку приготовиться"" (часть 3)";33907;813;774774;861;723;31.01.2019
10;первому игроку приготовиться;"все пасхалки ""первому игроку приготовиться"" (часть 2)";69292;928;774774;1 545;629;01.12.2018
11;первому игроку приготовиться;"все пасхалки ""первому игроку приготовиться"" (часть 1)";79559;1476;661187;2 974;972;23.11.2018
12;первому игроку приготовиться;первому игроку приготовиться в реальности на sxsw2018 в остине, техас | гик_влог #1;44465;779;487498;1 818;1156;02.04.2018
13;первому игроку приготовиться;мнение о первому игроку приготовиться от котокраба | стивен спилберг 2018;27119;848;487498;1 267;639;22.03.2018
14;первому игроку приготовиться;"что показали в трейлере №2 ""первому игроку приготовиться/ready player one"" | спилберг 2018";26367;647;44914;1 763;1303;27.01.2018
15;первому игроку приготовиться;"что показали в трейлере ""первому игроку приготовиться/ready player one"" | стивен спилберг 2017";38389;986;789876;1 680;1379;02.09.2017
16;неужели;"неужели ""чужой/прометей"" и ""бегущий по лезвию"" - это одна киновселенная?";40506;2099;225312;1 377;601;18.07.2017
17;неужели;неужели киновселенная dceu - это мультивселенная?;35140;1166;976699;1 595;377;01.08.2017
18;неужели;неужели матрица создана для защиты человечества | нео - злодей (теория);58926;4441;509085;4 060;700;15.08.2017
19;неужели;неужели прометей - это библия?!;17549;993;225312;648;354;24.09.2017
20;неужели;неужели сноук первый джедай?! | звёздные войны эпизод 8;56434;2777;347578;2 302;605;25.10.2017
21;неужели;"неужели локи всех обманул? | теория ""мстители: война бесконечности"" marvel 2018";59983;2941;2281432;4 613;601;19.05.2018
22;неужели;неужели кейбл спасет логана? | дэдпул 2 перезагрузит киновселенную;30347;1086;627873;1 038;444;12.05.2018
23;неужели;неужели живое приквел венома? | новая киновселенная марвел 2018;40331;2440;487978;1 365;446;18.01.2018
24;неужели;неужели парк юрского периода - обман?;26613;1656;225312;1 257;604;11.06.2018
25;неужели;неужели мстители были в 90-х? | теория мстителей прошлого;33030;843;875218;964;841;20.10.2018
26;неужели;неужели росомаха появится в мстителях? | камео логана в киновселенной марвел 2019;39895;2042;754429;1 818;602;09.02.2019
27;неужели;"неужели фильм ""назад в будущее"" предсказал будущее? (теория)";46510;3617;468055;3 758;774;11.09.2019
28;неужели;неужели довод это сиквел начала?! | теория глубокого сна в фильме тенет;38325;1403;791728;1 638;730;06.03.2020
29;неужели;"неужели мистерио выжил? | новые детали фильма ""человек-паук: вдали от дома""";32786;1284;1580205;952;632;20.06.2020
30;неужели;неужели вижн - главный злодей wandavision;20637;1111;214644;1 231;635;27.01.2021
31;видеоигры;"что показали в трейлере ""the last of us part 2/одни из нас 2"" | умрёт ли джоэл?";63510;1791;422357;3 658;972;09.02.2017
32;видеоигры;"что показали в трейлере ""resident evil 7""";6840;525;4047597;558;604;05.07.2016
33;видеоигры;что показали в трейлере игры spider man ps4;12435;428;422357;1 022;611;21.09.2016
34;видеоигры;полная история серии assassins creed за 5 минут | пересказ от cut the crap tv;4797;171;723060;201;418;22.09.2015
35;видеоигры;полная история всех частей metal gear всего за 10 минут | пересказ от cut the crap tv;1717;236;89825;157;683;08.09.2015
36;видеоигры;"что показали в трейлере видеоигры ""battlefront 2"" | star wars ps4, xbox, pc";17629;500;356336;715;610;09.05.2017
37;видеоигры;история жанра интерактивное кино или full motion video | detroit become human;14661;318;554082;663;657;10.06.2017
38;видеоигры;что показали на ea play | обзор выставки перед e3 2017;11717;255;207784;418;374;11.06.2017
39;видеоигры;что показали на выставке e3 2017 | electronic entertainment expo 17;9870;548;200093;628;1369;29.06.2017
40;видеоигры;почему стоит ждать beyond good & evil 2 | чем так хороша эта игра;10029;284;792210;424;485;10.08.2017
41;видеоигры;"что показали в трейлере ""red dead redemption 2"" | rockstar games ps4, xbox one 2018";9718;523;198900;573;1048;12.10.2017
42;видеоигры;the last of us 2 сюжет раскрыт!;24286;580;16232;1 133;627;09.11.2017
43;видеоигры;half-life: alyx неспешный летсплей в шлеме valve index (часть 1) | квартира аликс;6298;179;86439;498;2329;25.03.2020
44;видеоигры;half-life: alyx неспешный летсплей в шлеме valve index (часть 2) | лаборатория рассела;3202;111;61126;356;3274;25.03.2020
45;видеоигры;half-life: alyx все секреты и детали игры;24030;516;385665;1 323;1886;01.05.2020
46;видеоигры;полный разбор вселенной киберпанк 2077 | что показали в трейлере cyberpunk 2077;62740;1187;737938;1 970;2514;28.07.2020
47;видеоигры;ассассины в watch dogs, сюжет miles morales, интерфейс ps5, транспорт киберпанка | игровые новости 1;17810;685;194797;847;933;20.10.2020
48;видеоигры;among us в vr, перенос cyberpunk, обзоры xbox и ps5, бесплатные игры | игровые новости 2 (1/11);19155;547;737938;654;1245;03.11.2020
49;видеоигры;cекретный тизер гта 6 // новый silent hill и metal gear solid // новые игры месяца | игро_новости №3;15868;761;254348;757;1680;29.11.2020
50;видеоигры;cyberpunk 2077 // первые впечатления от начала игры (без спойлеров);27133;2300;415514;2 055;1251;07.12.2020
51;видеоигры;баги и трюки cyberpunk 2077 // открытый мир без спойлеров // физика автомобилей, стрельба, аварии;9527;1163;229629;1 653;2697;09.12.2020
52;стримы;q&a ответы на вопросы | первый стрим cut the crap tv;4519;174;794496;173;4112;
53;стримы;ответы на вопросы, розыгрыш ps4pro и movie awards!;3958;252;90782;0;11206;
54;стримы;котокраб в сети | день рождения cut the crap;5557;97;5881169;185;9128;
55;наука кино;гений ли нолан? | ? наука кино;33774;1117;230008;1 351;1208;28.11.2016
56;наука кино;блестящ ли дж дж абрамс? | наука кино;12556;519;197862;956;878;14.01.2017
57;наука кино;почему блокбастеры так популярны? | как твой мозг смотрит кино;27487;723;491090;1 498;1089;12.11.2020
58;наука кино;квадратный жгут/квадратный жгут из бисера мастер класс/как плести жгут из бисера;1068;32;34906;49;557;13.06.2018
59;наука кино;"забытое искусство кино | главный секрет фильма ""терминатор 2: судный день""";27394;1767;217777;2 454;1823;19.11.2020
60;топы;топ-15 актеров-музыкантов, о которых вы возможно не знали;4193;153;126262;748;831;15.07.2016
61;топы;лучшие новогодние фильмы, создающие рождественское настроение | топ новогодних фильмов;11757;578;327617;949;523;16.12.2016
62;топы;лучшие сериалы 2019 года и ожидания от 2020 | список котокраба;29859;1422;229973;1 867;1011;30.12.2019
63;топы;лучшие фильмы 2019 и ожидания от 2020 | список котокраба;20239;831;750368;1 296;1252;04.01.2020
64;секреты и детали;секреты и детали сериала вандавижн (серии 1-2) | полный разбор wandavision;17922;681;214647;1 023;1482;05.02.2021
65;секреты и детали;что скрывает матрица? | это вы могли не заметить;43891;1383;491090;2 168;2051;30.01.2021
66;секреты и детали;"шутки, которые вы могли не понять в фильме ""стражи галактики/guardians of the galaxy""";36262;717;439448;1 021;1124;15.12.2020
67;секреты и детали;секреты и детали мультфильма человек-паук: через вселенные | все пасхалки и отсылки;54511;938;724353;2 044;2726;10.10.2020
68;секреты и детали;что скрывает человек-паук: вдали от дома? | все пасхалки и отсылки;55678;1515;1580311;2 230;3118;10.06.2020
69;секреты и детали;half-life: alyx все секреты и детали игры;24031;516;470396;1 323;1886;01.05.2020
70;секреты и детали;советские пасхалки в сериале чернобыль от hbo;19363;2343;468056;1 952;1272;01.10.2019
71;секреты и детали;"все пасхалки и отсылки ""первому игроку приготовиться"" (часть 4.)";32494;690;4884216;1 594;1122;21.09.2019
72;секреты и детали;"секреты и детали фильма ""мстители: финал"" | все пасхалки и отсылки";129675;4631;956719;4 809;3844;06.09.2019
73;секреты и детали;"секреты и детали ""первому игроку приготовиться"" (часть 3)";33908;813;774776;861;723;31.01.2019
74;секреты и детали;"полный разбор фильма ""человек-муравей и оса"" | все секреты, детали, пасхалки и отсылки";30757;795;591946;1 292;923;22.12.2018
75;секреты и детали;"""мстители: война бесконечности"" - все отсылки и пасхалки | киновселенная marvel 2018";79664;3638;1462899;4 484;2205;23.08.2018
76;секреты и детали;"все пасхалки ""первому игроку приготовиться"" (часть 2)";69293;928;1334399;1 545;629;01.12.2018
77;секреты и детали;"все пасхалки ""первому игроку приготовиться"" (часть 1)";79560;1476;661187;2 974;972;23.11.2018
78;секреты и детали;скрытые детали сериала «легион/legion» | marvel fox 2018;10610;617;627873;450;494;19.04.2018
79;секреты и детали;"что показали в фильме ""лига справедливости/justice league"" | секреты и детали киновселенная dc";23049;569;636333;1 074;1241;15.03.2018
80;секреты и детали;полный разбор фильма «тор: рагнарёк/thor ragnarok” | киновселенная марвел 2018;41972;1171;491107;1 536;1473;24.02.2018
81;секреты и детали;"секреты и детали фильма ""чудо-женщина/wonder woman"" | пасхалки и отсылки dceu 2017";19423;607;439047;651;900;25.12.2017
82;секреты и детали;"секреты и детали фильма ""стражи галактики часть 2/guardians of the galaxy vol.2"" | marvel 2017";29081;891;439047;1 671;927;29.11.2017
83;секреты и детали;"секреты и детали фильма ""логан/logan | росомаха марвел 2017";27689;692;1493929;933;855;19.11.2017
84;секреты и детали;"скрытые детали ""первый мститель: противостояние"" *пасхалки и отсылки (спойлеры)";19089;609;536219;1 238;933;25.05.2016
85;секреты и детали;"секреты и скрытые детали ""пробуждения силы"" *спойлеры | факты от cut the crap tv";10483;313;97889;449;280;06.01.2016
86;секреты и детали;секреты и детали дэдпула/deadpool *пасхалки и отсылки;21063;532;669805;1 668;924;01.06.2016
87;секреты и детали;"секреты и детали фильма ""бэтмен против супермена""";18439;609;1076878;1 367;661;05.04.2016
88;секреты и детали;секреты и детали фильма варкрафт (warcraft) | пасхалки и отсылки *спойлеры;34199;1654;2099993;2 822;866;21.06.2016
89;секреты и детали;"подробный разбор ""тор 3: рагнарёк/thor 3: ragnarok"" | сцены после титров марвел 2017";33723;858;709532;2 555;909;07.11.2017
90;секреты и детали;"секреты и детали фильма ""человек-паук: возвращение домой"" | пасхалки и отсылки";46979;858;2424415;1 125;614;08.10.2017
91;секреты и детали;"секреты и детали фильма ""майор гром"" | короткометражка bubble 2017";19135;441;71553;745;535;03.03.2017
92;секреты и детали;"секреты и детали фильма ""изгой-один"" | звёздные войны истории";32997;813;827306;1 701;768;21.12.2016
93;секреты и детали;"секреты и пасхалки фильма ""фантастические твари и где они обитают"" | гарри поттер 2016";21793;506;470411;821;777;05.12.2016
94;секреты и детали;"скрытые детали фильма ""доктор стрэндж/doctor strange"" | разбор сцен после титров";52658;1115;246529;1 030;711;15.11.2016
95;секреты и детали;разбор расширенной версии бэтмен против супермена *ultimate edition;20656;682;636335;1 305;1254;13.07.2016
96;cutthecraplife;центр кейптауна | почему не стоит здесь останавливаться | что посмотреть | южная африка | юар;1062;63;22065;119;793;27.01.2020
97;cutthecraplife;чуть не сдуло самолетом! корфу, греция - как добраться, где жить, что посмотреть (влог №13);1034;13;21536;84;1272;19.03.2019
98;cutthecraplife;встретили леопарда на шри-ланке | сафари на джипе | водопад равана;801;5;11235;63;615;28.01.2019
99;cutthecraplife;сказочный новый год в грузии | встречаем 2019 большой компанией;3328;136;618870;298;1310;25.01.2019
100;cutthecraplife;шри-ланка: самый живописный путь из самого европейского города на острове | нувара элия и элла;1686;34;29350;149;1538;20.01.2019
101;cutthecraplife;гуляю под дождем в red dead redemption 2;281;17;7250;34;854;11.12.2018
102;cutthecraplife;шри-ланка (часть 2) - едем в золотой храм дамбуллы | готовим ланкийское карри;613;13;22995;75;881;07.12.2018
103;cutthecraplife;шел пешком в горы и случайно наткнулся на клад | игровой подкаст;322;30;7250;21;1447;06.12.2018
104;cutthecraplife;шри-ланка 2018 (часть 1) - как мы бесплатно поехали в путешествие | коломбо и сигирия;1472;39;57023;160;831;27.11.2018
105;cutthecraplife;греция - один из самых красивых пляжей на крите | элафониси;1341;42;46703;123;575;16.06.2018
106;cutthecraplife;играем в виртуальные ужасы с импровизацией тнт | страх и хэллоуин в белгороде;22804;476;12173;355;1037;05.11.2017
107;cutthecraplife;фотосессия на острове косумель, мексика | влог;634;12;22106;54;647;24.10.2017
108;cutthecraplife;"берлин - берлинская стена ""east side gallery"" | прогулка по каналу";691;18;11546;80;699;07.08.2017
109;cutthecraplife;берлин - бранденбургские ворота, чекпоинт чарли и берлинская стена | транспорт берлина;817;20;17534;114;1120;26.07.2017
110;cutthecraplife;"""нелегальные"" развлечения амстердама | качели над пропастью";1811;181;75008;137;851;05.06.2017
111;cutthecraplife;"мои впечатления (спойлер есть) после  фильма ""стражи галактики. часть 2""";2569;156;65598;142;261;02.05.2017
112;cutthecraplife;"зоопарк и самая старая пивоварня в праге ""u fleku""";1065;38;24354;107;989;28.04.2017
113;cutthecraplife;самая узкая улица праги, стена леннона и пиво в паровозиках;1179;25;24354;133;891;22.04.2017
114;cutthecraplife;вышеград и петршинская башня | транспорт в праге | полеты на дроне;1210;12;27382;154;763;16.04.2017
115;cutthecraplife;я, галустян, дневник хача и звёзды тнт играем в страйкбол | звёздные войны;5986;1167;1660727;335;978;27.03.2017
116;cutthecraplife;прилетели в прагу | перелет, такси и жилье;1731;77;57767;316;584;21.03.2017
117;cutthecraplife;белгород дороже дубая! | сравнение цен;2788;320;89800;610;776;20.01.2017
118;cutthecraplife;мы уезжаем из дубая обратно в россию | встреча с родителями;1879;48;89800;226;846;19.01.2017
119;cutthecraplife;почему я уволилась | куда мы уезжаем из дубая;3170;136;89800;631;329;18.01.2017
120;cutthecraplife;дубай | cоветы: что посмотреть и чем заняться - часть 1| список лучших мест;1970;110;79552;259;554;14.01.2017
121;cutthecraplife;тот самый борд;874;7;14376;83;508;13.01.2017
122;cutthecraplife;скоро домой | неделя до отъезда в россию;967;8;14577;176;857;11.01.2017
123;cutthecraplife;"мои впечатления от фильма ""кредо убийцы""";2241;235;609733;289;247;05.01.2017
124;cutthecraplife;дейра | районы дубая;1057;42;38626;157;699;18.12.2016
125;cutthecraplife;парк аттракционов в дубае | img worlds of adventure;1307;70;19494;160;766;09.12.2016
126;cutthecraplife;купил tesla model s!;2321;305;811;242;367;04.12.2016
127;cutthecraplife;финансовый центр | районы дубая;689;16;21498;115;453;02.12.2016
128;cutthecraplife;даунтаун, бурдж халифа | районы дубая;930;26;32407;127;487;19.11.2016
129;cutthecraplife;впечатления от доктора стренджа (спойлеры) и hub zero;958;21;20277;125;753;05.11.2016
130;cutthecraplife;убуд, бали | жилье, рисовые террасы, лес обезьян;795;25;34310;91;837;10.10.2016
131;cutthecraplife;на крыше небоскрёба!;836;20;154253;149;808;09.10.2016
132;cutthecraplife;первый в мире закрытый тропический лес - дерево заповедник the green planet!;494;4;12788;88;602;02.10.2016
133;cutthecraplife;боракай, филиппины часть 2 | чем заняться на острове;1097;22;5085;106;720;23.09.2016
134;cutthecraplife;центр дубая, показываю даунтаун и city walk | один день из жизни cutthecraptv;534;17;2510;85;1468;13.09.2016
135;cutthecraplife;боракай, филиппины часть 1 | пляжи и жилье | boracay, philippines part 1 | beaches and accommodation;1419;50;23704;124;646;10.09.2016
136;cutthecraplife;battlefield 1 открытая бета | геймплей от cut the crap;480;15;12788;49;962;02.09.2016
137;cutthecraplife;белгород. приквел нашего отпуска на бали.;459;16;19987;87;640;24.08.2016
138;cutthecraplife;бали, день 8-9-10 | прогулка по дну океана и кое что еще;489;6;12788;41;537;22.08.2016
139;cutthecraplife;бали, день 6 и 7. кута и окрестности | водопад и пляжи;187;6;12788;27;916;16.08.2016
140;cutthecraplife;бали, день 5. улувату | храм и пляж дримлэнд;276;6;158;12;485;15.08.2016
141;cutthecraplife;бали, день 4. кута | переезд и океан;235;2;3569;26;552;14.08.2016
142;cutthecraplife;бали, день 3. проехали весь остров | сквозь горы, леса и поля к морю.;219;4;241911;17;753;13.08.2016
143;cutthecraplife;бали, день 2. убуд и окрестности | рисовые террасы, поля и мотороллеры;249;6;3609;29;603;12.08.2016
144;cutthecraplife;бали, день 1. убуд | перелет и обезьяний лес;410;7;12788;38;883;11.08.2016
145;cutthecraplife;отвечаем на ваши вопросы за обедом #1;1198;15;12788;150;1692;23.07.2016
146;cutthecraplife;автомобили и дороги дубая | трёп от cutthecrap;779;15;78418;79;1097;18.07.2016
147;cutthecraplife;история нашего переезда в дубай | расходы и зарплата в оаэ;5665;125;27662;500;1283;16.07.2016
148;cutthecraplife;тизер боракай, филиппины | boracay, philippines;1150;29;84274;136;218;09.07.2016
149;cutthecraplife;шри ланка | 4 дня на острове |;1719;37;22433;281;865;02.07.2016
150;cutthecraplife;пятничный завтрак и прогулка по дубай марине | один день из жизни cut the crap;598;6;14662;94;627;28.06.2016
151;cutthecraplife;большая конфета ferrero rocher | распаковка;871;31;8707;71;182;25.06.2016
152;cutthecraplife;дубай, парк хайатт (hyatt) | один день из жизни cut the crap;339;10;22972087;32;252;24.06.2016
153;cutthecraplife;прогулка к пляжу | один день из жизни cut the crap;462;6;12788;90;334;23.06.2016
154;cutthecraplife;съемки рекламы в пустыне | один день из жизни cut the crap;862;9;19987;180;683;18.06.2016
155;cutthecraplife;тизер шри ланка - наш мини тур;920;8;4602;93;202;29.05.2016
156;cutthecraplife;микрофон приехал! | cut the crap life;627;7;353877;83;178;20.05.2016
157;теории;джа джа бинкс ситх, самая безумная теория звёздные войны;93974;3251;70409;6 246;564;11.01.2016
158;теории;кто на самом деле джокер?! *теория;88032;3153;1804354;3 781;742;21.07.2016
159;теории;бэн аффлек не бэтмен?! (теория);35455;5600;3454245;4 738;1049;23.02.2016
160;теории;мейс винду - сноук | безумная теория о звёздных войнах;127994;3948;1271735;8 010;834;28.09.2016
161;теории;тайный злодей киновселенной marvel | безумная теория марвел;57114;1733;1039927;2 343;757;02.02.2017
162;теории;доктор стрендж все знал | тайная сила камня времени | теория киновселенной марвел 2018;58024;1884;1462900;2 493;926;12.07.2018
163;теории;нео не избранный *теория о матрице;59975;2949;2185503;4 232;779;29.04.2016
164;теории;тайна раскрыта! | звездные войны теория 2018;57848;2292;929517;3 689;1159;09.01.2018
165;теории;темная сторона рэй | теория;64390;2186;1039927;4 692;750;20.10.2016
166;теории;как мстители одолеют таноса в войне бесконечности/avengers: infinity war | теории марвел 2017 4k;51914;1662;32050;3 562;1389;25.07.2017
167;теории;неужели старк умрет в конце третьей фазы?;25259;3291;1076879;3 012;1061;26.06.2016
168;теории;тайна бойцовского клуба раскрыта! | безумная теория третьей личности;79097;3980;554083;3 742;908;07.06.2017
169;теории;рей кеноби | безумная теория звёздных войн пробуждение силы;51145;1232;827307;4 304;932;18.01.2017
170;теории;"финн - джедай?! (правда о fn-2187) | теория фильма ""звёздные войны пробуждение силы""";42506;1037;1649598;2 101;782;10.11.2016
171;теории;тайна камней | киновселенная марвел 2018;44822;1788;1541072;2 095;1003;25.08.2017
172;теории;джокер не сумасшедший, а совсем наоборот | теория сверхинтеллекта dc;86926;3539;3111200;3 630;820;28.09.2017
173;теории;почему капитан америка агент гидры *теория (подтвердилась);17903;531;1076879;1 428;422;03.06.2016
174;теории;"супермен станет злым в ""лиге справедливости/justice league"" | теория черного костюма dceu 2017";32341;886;592286;970;844;17.09.2017
175;теории;теория pixar (пиксар) *тайная связь мультфильмов | факты от cut the crap tv;44382;1370;1447904;2 469;782;04.02.2016
176;теории;мир дикого запада - теория | арнольд, лабиринт, уиллиам, человек в чёрном;26866;957;20277;1 707;1030;24.11.2016
177;теории;тайное камео человека-паука *теория подтверждена 2017;11469;725;111213;575;202;01.04.2016
178;теории;тайна бойцовского клуба часть 2;44474;1832;533713;1 295;790;19.06.2018
179;теории;скрытый смысл фильма сияние стэнли кубрика | безумная теория;33889;1571;468059;1 819;1279;11.11.2019
180;теории;шутка джокера, которую вы могли не понять | теория зазеркалья;48256;2266;750369;2 064;1062;11.12.2019
181;теории;"забытое искусство кино | главный секрет фильма ""терминатор 2: судный день""";27395;1767;217777;2 454;1823;19.11.2020
182;теории;две ванды в сериале вандавижн (теория подтвердилась);24663;1222;609902;2 200;1248;10.02.2021
183;моя реакция;"моя реакция на тизер-трейлер ""звездные войны: изгой один"" *первый эскадрон";3574;147;3067682;264;231;08.04.2016
184;моя реакция;"реакция на второй трейлер ""люди икс: апокалипсис""";2087;155;10183213;156;240;17.03.2016
185;моя реакция;реакция на трейлер первый мститель: противостояние *гражданка | разное от cut the crap tv;6099;413;1893840;435;330;10.03.2016
186;моя реакция;"моя реакция на трейлер ""охотниц за привидениями"" *впечатления | разное от cut the crap tv";2133;230;800486;223;307;05.03.2016
187;моя реакция;"моя реакция на финальный трейлер фильма ""бэтмен против супермена"" | разное от cut the crap tv";1946;140;800486;209;249;12.02.2016
188;моя реакция;"моя реакция на трейлер ""доктор стрендж""";2981;356;800486;156;214;13.04.2016
189;моя реакция;"моя реакция на трейлер режиссерской версии ""бэтмен против супермена""";6181;308;641536;372;617;04.06.2016
190;моя реакция;моя реакция на трейлеры с comic-con 2016 *лига справедливости, чудо-женщина, др. стрендж;7319;658;1080426;411;623;25.07.2016
191;моя реакция;"первый просмотр трейлера «мстители 3: война бесконечности/avengers infinity war"" | marvel 2018";28465;2110;464483;2 471;375;02.12.2017
192;моя реакция;"первый просмотр трейлера ""веном/venom"" | марвел 2018";23289;1972;487978;1 139;349;24.04.2018
193;моя реакция;"первый просмотр трейлера ""мстители: война бесконечности/avengers: infinity war"" | марвел 2018";24032;1826;241028;1 164;273;16.03.2018
194;моя реакция;"первый просмотр трейлера ""капитан марвел/captain marvel"" | котокраб смотрит";18532;1310;329629;1 124;319;18.09.2018
195;моя реакция;"впечатления от трейлера ""мстители: финал"" | первый просмотр";23289;2947;562874;3 275;500;17.03.2019
196;моя реакция;трейлер черной вдовы в сети | первый просмотр;19651;1197;238275;1 128;298;03.12.2019
197;моя реакция;трейлер бэтмена, отряд самоубийц 2, снайдеркат, чудо-женщина 1984 | смотрим dc fandome вместе!;27619;846;724494;1 440;1172;23.08.2020
198;моя реакция;смотрю второй трейлер снайдерката с трекером зрачков (реакция);10781;947;1041340;540;232;14.02.2021
199;честные мнения;"честное мнение на ""звёздные войны: пробуждение силы"" *осторожно спойлеры! | обзор от cut the crap tv";3144;511;276944;421;456;26.12.2015
200;честные мнения;что не так с пробуждением силы (спойлеры) *минусы | мнение от cut the crap tv;5311;260;70409;559;606;11.02.2016
201;честные мнения;"моё мнение о фильме ""фантастические твари и где они обитают/fantastic beasts and where to find them""";9081;954;470412;542;752;30.11.2016
202;честные мнения;"мое мнение о фильме ""чужой: завет/alien covenant"" | прометей 2 2017";23758;1202;450537;1 502;603;31.05.2017
203;честные мнения;"мое мнение о фильме ""человек-паук: возвращение домой/spider-man homecoming""";20649;1177;200093;1 476;680;11.07.2017
204;честные мнения;моё мнение о фильме доктор стрэндж/doctor strange (спойлеры) | marvel/марвел;13000;650;20277;1 080;881;08.11.2016
205;честные мнения;"мое мнение о фильме ""отряд самоубийц/suicide squad""";11335;1862;1804354;1 171;943;22.08.2016
206;честные мнения;"мое мнение о фильме ""варкрафт/warcraft""";10808;520;1706449;836;525;30.05.2016
